,StockCode,count,percent,pop1,pop2
2110,N23113,53,0.01,0.00010236758849002012,9.699486352583584e-05
2111,N23025,53,0.01,0.00010236758849002012,7.88099721752174e-05
2112,N84251G,53,0.01,0.00010236758849002012,7.867095522622328e-06
2113,N23106,52,0.01,0.00010043612455624616,8.22422163931861e-05
2114,N23473,52,0.01,0.00010043612455624616,5.8223878978336725e-05
2115,N23041,52,0.01,0.00010043612455624616,0.00010313372561437206
2116,N35653,52,0.01,0.00010043612455624616,4.5621781920277986e-05
2117,N22482,52,0.01,0.00010043612455624616,5.801430039614103e-05
2118,N79144C,52,0.01,0.00010043612455624616,1.0377825874152663e-05
2119,N21693,52,0.01,0.00010043612455624616,0.00012040868784430166
2120,N20622,52,0.01,0.00010043612455624616,3.220559318364e-05
2121,N84931A,52,0.01,0.00010043612455624616,3.396858085497463e-05
2122,N21291,52,0.01,0.00010043612455624616,8.632110005571839e-05
2123,N21106,52,0.01,0.00010043612455624616,7.11893157894483e-05
2124,N22511,52,0.01,0.00010043612455624616,4.951952228563612e-05
2125,N84509C,52,0.01,0.00010043612455624616,5.29412349165598e-05
2126,N21000,52,0.01,0.00010043612455624616,3.576421644614882e-05
2127,N23179,51,0.01,9.850466062247219e-05,8.886342516838377e-05
2128,N21051,51,0.01,9.850466062247219e-05,3.9725146333777e-05
2129,N22638,51,0.01,9.850466062247219e-05,4.913827883460677e-05
2130,N21379,51,0.01,9.850466062247219e-05,2.6784985331573447e-05
2131,N21318,51,0.01,9.850466062247219e-05,4.476767021092769e-05
2132,N23453,51,0.01,9.850466062247219e-05,6.651539745887295e-05
2133,N84849A,51,0.01,9.850466062247219e-05,3.1992855125330797e-05
2134,N23549,51,0.01,9.850466062247219e-05,5.661781195397273e-05
2135,N22305,51,0.01,9.850466062247219e-05,0.00016898773940681835
2136,N85127,51,0.01,9.850466062247219e-05,0.0001139296554942116
2137,N47594B,51,0.01,9.850466062247219e-05,2.737686052350299e-05
2138,N84931B,51,0.01,9.850466062247219e-05,4.546802074942085e-05
2139,N85049g,51,0.01,9.850466062247219e-05,2.911141290981612e-05
2140,N18098C,51,0.01,9.850466062247219e-05,6.937682965900211e-05
2141,N90200A,50,0.01,9.657319668869823e-05,3.458994449063022e-05
2142,N22461,50,0.01,9.657319668869823e-05,0.00014905671092413733
2143,N37482P,50,0.01,9.657319668869823e-05,3.728497761544823e-05
2144,N22936,50,0.01,9.657319668869823e-05,5.2654775748935535e-05
2145,N22643,50,0.01,9.657319668869823e-05,4.688346604827017e-05
2146,N85036B,50,0.01,9.657319668869823e-05,5.612598683897078e-05
2147,N22687,50,0.01,9.657319668869823e-05,0.0003373604341302082
2148,N21188,50,0.01,9.657319668869823e-05,0.00010731160619512746
2149,N85086A,50,0.01,9.657319668869823e-05,1.2856961464547973e-05
2150,N23140,50,0.01,9.657319668869823e-05,7.019302765499037e-05
2151,N22451,50,0.01,9.657319668869823e-05,6.502728420941306e-05
2152,N21187,50,0.01,9.657319668869823e-05,6.863961856585142e-05
2153,N22700,50,0.01,9.657319668869823e-05,0.0002724974426786973
2154,N90161C,50,0.01,9.657319668869823e-05,4.346807236957349e-05
2155,N21743,50,0.01,9.657319668869823e-05,9.379431422285736e-05
2156,N22221,50,0.01,9.657319668869823e-05,0.00011527769863597285
2157,N84970l,50,0.01,9.657319668869823e-05,4.41252434011821e-05
2158,N85131C,50,0.01,9.657319668869823e-05,1.883574343000004e-05
2159,N85169D,50,0.01,9.657319668869823e-05,3.7500875149870923e-05
2160,N21725,50,0.01,9.657319668869823e-05,2.9197771923585187e-05
2161,N21579,50,0.01,9.657319668869823e-05,4.1728254189737866e-05
2162,N22802,50,0.01,9.657319668869823e-05,0.00015741457840305712
2163,N84817,50,0.01,9.657319668869823e-05,6.422583043528781e-05
2164,N21943,50,0.01,9.657319668869823e-05,1.4163931416833692e-05
2165,N85088,50,0.01,9.657319668869823e-05,5.455678036926431e-05
2166,N21001,50,0.01,9.657319668869823e-05,3.5416674073663486e-05
2167,N16014,50,0.01,9.657319668869823e-05,0.00045308572521559406
2168,N84247E,50,0.01,9.657319668869823e-05,3.765463632072807e-05
2169,N21641,49,0.01,9.464173275492427e-05,4.755959393655979e-05
2170,N23150,49,0.01,9.464173275492427e-05,4.115217637837583e-05
2171,N47578A,49,0.01,9.464173275492427e-05,2.1329623242258365e-05
2172,N22702,49,0.01,9.464173275492427e-05,0.00028273625160385576
2173,N20654,49,0.01,9.464173275492427e-05,1.8808361303683017e-05
2174,N84251B,49,0.01,9.464173275492427e-05,6.493776571953048e-06
2175,N22270,49,0.01,9.464173275492427e-05,8.224642902800411e-05
2176,N79191C,49,0.01,9.464173275492427e-05,5.972568329095512e-05
2177,N85208,49,0.01,9.464173275492427e-05,4.41284028772956e-05
2178,N84789,49,0.01,9.464173275492427e-05,6.787291902897471e-05
2179,N35915B,49,0.01,9.464173275492427e-05,2.604672107971826e-05
2180,N21289,49,0.01,9.464173275492427e-05,7.464262318150702e-05
2181,N23568,48,0.01,9.27102688211503e-05,8.293835429686124e-05
2182,N21264,48,0.01,9.27102688211503e-05,6.020381734279858e-05
2183,N23528,48,0.01,9.27102688211503e-05,0.00015370745976321366
2184,N21415,48,0.01,9.27102688211503e-05,4.7857637849933576e-05
2185,N37501,48,0.01,9.27102688211503e-05,9.184386430212154e-05
2186,N84795B,48,0.01,9.27102688211503e-05,0.0001464564620827244
2187,N23598,48,0.01,9.27102688211503e-05,0.00012832528182603553
2188,N23136,48,0.01,9.27102688211503e-05,5.2330402867949235e-05
2189,N84674,48,0.01,9.27102688211503e-05,4.8245200253189935e-05
2190,N23074,48,0.01,9.27102688211503e-05,5.719810240015276e-05
2191,N23527,48,0.01,9.27102688211503e-05,0.0001342134921429005
2192,N22707,48,0.01,9.27102688211503e-05,5.4494644005698755e-05
2193,N21808,48,0.01,9.27102688211503e-05,6.282934199311952e-05
2194,N85130C,48,0.01,9.27102688211503e-05,4.6219976064434544e-05
2195,N23058,48,0.01,9.27102688211503e-05,4.537639594212926e-05
2196,N84920,48,0.01,9.27102688211503e-05,4.66001663567594e-05
2197,N47594A,48,0.01,9.27102688211503e-05,2.063559165599222e-05
2198,N21684,47,0.01,9.077880488737634e-05,6.338962242391404e-05
2199,N85095,47,0.01,9.077880488737634e-05,2.4000433716872855e-05
2200,N79190D,47,0.01,9.077880488737634e-05,1.3373009229753454e-05
2201,N71038,47,0.01,9.077880488737634e-05,0.00012824313544708446
2202,N23415,47,0.01,9.077880488737634e-05,4.340909548212142e-05
2203,N22861,47,0.01,9.077880488737634e-05,4.3603929842454094e-05
2204,N16011,47,0.01,9.077880488737634e-05,3.9212258044685036e-05
2205,N23115,47,0.01,9.077880488737634e-05,8.269086200130352e-05
2206,N21656,47,0.01,9.077880488737634e-05,4.6821329684704597e-05
2207,N21426,47,0.01,9.077880488737634e-05,6.577818636572226e-05
2208,N22611,47,0.01,9.077880488737634e-05,0.00011342835195086911
2209,N23086,47,0.01,9.077880488737634e-05,0.00015114723095257179
2210,N17107D,47,0.01,9.077880488737634e-05,4.592298530976527e-05
2211,N21627,46,0.01,8.884734095360237e-05,0.00013374378336069307
2212,N90200B,46,0.01,8.884734095360237e-05,4.0923640939499114e-05
2213,N85135B,46,0.01,8.884734095360237e-05,5.524343984459895e-05
2214,N21366,46,0.01,8.884734095360237e-05,4.8173585461283865e-05
2215,N84843,46,0.01,8.884734095360237e-05,9.144050451829764e-05
2216,N21374,46,0.01,8.884734095360237e-05,4.8844447556050985e-05
2217,N84927F,46,0.01,8.884734095360237e-05,1.9267538498845447e-05
2218,N22272,46,0.01,8.884734095360237e-05,4.442960626678288e-05
2219,N47422,46,0.01,8.884734095360237e-05,2.2830374396172264e-05
2220,N21161,46,0.01,8.884734095360237e-05,2.4366932946039193e-05
2221,N85180B,46,0.01,8.884734095360237e-05,5.84134475451469e-05
2222,N23422,46,0.01,8.884734095360237e-05,4.770071720296292e-05
2223,N46118,46,0.01,8.884734095360237e-05,3.340303463065761e-05
2224,N85169C,46,0.01,8.884734095360237e-05,4.769334509203142e-05
2225,N23104,46,0.01,8.884734095360237e-05,0.00014801303064797687
2226,N16216,45,0.01,8.691587701982841e-05,2.464391368532296e-05
2227,N23135,45,0.01,8.691587701982841e-05,0.0005704097112144123
2228,N20758,45,0.01,8.691587701982841e-05,1.4501995360978502e-05
2229,N90134,45,0.01,8.691587701982841e-05,1.658724959589045e-05
2230,N20774,45,0.01,8.691587701982841e-05,1.4874813542371851e-05
2231,N84707A,45,0.01,8.691587701982841e-05,7.32187526130217e-05
2232,N23562,45,0.01,8.691587701982841e-05,7.691955230063814e-05
2233,N21373,45,0.01,8.691587701982841e-05,3.812855773775351e-05
2234,N22106,45,0.01,8.691587701982841e-05,6.301891055992969e-05
2235,N23479,45,0.01,8.691587701982841e-05,9.270218864628985e-05
2236,N21710,45,0.01,8.691587701982841e-05,5.2866460648540246e-05
2237,N23216,45,0.01,8.691587701982841e-05,6.642587896899037e-05
2238,N85172,45,0.01,8.691587701982841e-05,5.716545448031326e-05
2239,N20868,45,0.01,8.691587701982841e-05,2.2567084720047017e-05
2240,N21003,45,0.01,8.691587701982841e-05,4.716887205718993e-05
2241,N22259,45,0.01,8.691587701982841e-05,3.505333432061065e-05
2242,N84660C,45,0.01,8.691587701982841e-05,7.301759930046198e-05
2243,N21251,45,0.01,8.691587701982841e-05,5.805853306173009e-05
2244,N90116,45,0.01,8.691587701982841e-05,1.5325565467898278e-05
2245,N85159A,45,0.01,8.691587701982841e-05,7.510601301148746e-05
2246,N79030D,45,0.01,8.691587701982841e-05,3.4117076232309275e-05
2247,N23070,44,0.01,8.498441308605444e-05,7.472582271916259e-05
2248,N23272,44,0.01,8.498441308605444e-05,5.921068868445415e-05
2249,N84968E,44,0.01,8.498441308605444e-05,0.00016034657223638782
2250,N22447,44,0.01,8.498441308605444e-05,4.114796374355783e-05
2251,N21306,44,0.01,8.498441308605444e-05,2.010795914503723e-05
2252,N23060,44,0.01,8.498441308605444e-05,5.56246832956283e-05
2253,N23180,44,0.01,8.498441308605444e-05,6.280406618421149e-05
2254,N23117,44,0.01,8.498441308605444e-05,5.12235330695187e-05
2255,N72801d,44,0.01,8.498441308605444e-05,1.9451841272133117e-05
2256,N84673A,44,0.01,8.498441308605444e-05,6.71072726508025e-06
2257,N21263,44,0.01,8.498441308605444e-05,3.718387437981613e-05
2258,N21925,44,0.01,8.498441308605444e-05,4.844530040704512e-05
2259,N23521,44,0.01,8.498441308605444e-05,8.355445213899432e-05
2260,N79051A,44,0.01,8.498441308605444e-05,3.089019796171828e-05
2261,N22869,44,0.01,8.498441308605444e-05,2.5922448352587136e-05
2262,N21698,44,0.01,8.498441308605444e-05,1.630394990437968e-05
2263,N90200E,44,0.01,8.498441308605444e-05,4.459179270727603e-05
2264,N22647,44,0.01,8.498441308605444e-05,4.726365634059502e-05
2265,N90198A,44,0.01,8.498441308605444e-05,3.325137977720947e-05
2266,N84030e,44,0.01,8.498441308605444e-05,9.24420584462781e-05
2267,N85144,44,0.01,8.498441308605444e-05,6.177828960602753e-05
2268,N21629,44,0.01,8.498441308605444e-05,7.245205307614498e-05
2269,N22389,44,0.01,8.498441308605444e-05,4.544906389273983e-05
2270,N22448,43,0.01,8.305294915228048e-05,6.489879884746396e-05
2271,N21284,43,0.01,8.305294915228048e-05,3.961772414591789e-05
2272,N22257,43,0.01,8.305294915228048e-05,2.9401031553553876e-05
2273,N72819,43,0.01,8.305294915228048e-05,5.3613150170031436e-05
2274,N37475,43,0.01,8.305294915228048e-05,6.971699992055594e-05
2275,N79160,43,0.01,8.305294915228048e-05,8.093840591701389e-05
2276,N21261,43,0.01,8.305294915228048e-05,6.705356155687295e-05
2277,N22786,43,0.01,8.305294915228048e-05,6.9248344297053e-05
2278,N23548,43,0.01,8.305294915228048e-05,4.7550115508219286e-05
2279,N35241,43,0.01,8.305294915228048e-05,5.430507543888857e-05
2280,N21367,43,0.01,8.305294915228048e-05,2.1009462996090067e-05
2281,N84313C,43,0.01,8.305294915228048e-05,0.00012278882651647386
2282,N21784,43,0.01,8.305294915228048e-05,6.248074646192971e-05
2283,N20617,43,0.01,8.305294915228048e-05,2.053027578554212e-05
2284,N21027,43,0.01,8.305294915228048e-05,1.8724108607322936e-05
2285,N21285,43,0.01,8.305294915228048e-05,4.3588132461886596e-05
2286,N23114,43,0.01,8.305294915228048e-05,6.0419714877221275e-05
2287,N21666,43,0.01,8.305294915228048e-05,2.9858102431307313e-05
2288,N47367B,43,0.01,8.305294915228048e-05,3.962720257425841e-05
2289,N84796A,43,0.01,8.305294915228048e-05,5.983310547881422e-05
2290,N85049e,42,0.01,8.112148521850651e-05,3.798848763005488e-05
2291,N23409,42,0.01,8.112148521850651e-05,8.206001993730743e-05
2292,N18094C,42,0.01,8.112148521850651e-05,2.990233509689635e-05
2293,N21613,42,0.01,8.112148521850651e-05,6.971173412703343e-05
2294,N20681,42,0.01,8.112148521850651e-05,4.620312552516252e-05
2295,N20704,42,0.01,8.112148521850651e-05,6.890817403549919e-05
2296,N23539,42,0.01,8.112148521850651e-05,0.00012932262311919794
2297,N72803A,42,0.01,8.112148521850651e-05,7.69827418229082e-05
2298,N85188A,42,0.01,8.112148521850651e-05,2.929571568310378e-05
2299,N23460,42,0.01,8.112148521850651e-05,0.00010396572099092782
2300,N23516,42,0.01,8.112148521850651e-05,8.417054998112739e-05
2301,N23057,42,0.01,8.112148521850651e-05,0.00011124726027384763
2302,N22194,42,0.01,8.112148521850651e-05,6.231434738661852e-05
2303,N23324,42,0.01,8.112148521850651e-05,8.068459466922916e-05
2304,N84660A,42,0.01,8.112148521850651e-05,8.250971870412935e-05
2305,N23040,42,0.01,8.112148521850651e-05,0.00014499678411828603
2306,N21633,42,0.01,8.112148521850651e-05,9.430614935324483e-05
2307,N23124,42,0.01,8.112148521850651e-05,7.900059390073208e-05
2308,N21726,42,0.01,8.112148521850651e-05,2.1557105522430577e-05
2309,N23518,42,0.01,8.112148521850651e-05,7.625184968198452e-05
2310,N20771,41,0.01,7.919002128473255e-05,2.840158394298245e-05
2311,N85025C,41,0.01,7.919002128473255e-05,5.5033861262403246e-05
2312,N21695,41,0.01,7.919002128473255e-05,9.032731576764014e-05
2313,N22454,41,0.01,7.919002128473255e-05,7.226985662026631e-05
2314,N90214J,41,0.01,7.919002128473255e-05,6.025120948450111e-06
2315,N90214S,41,0.01,7.919002128473255e-05,7.4774268019569625e-06
2316,N20699,41,0.01,7.919002128473255e-05,2.801718101583959e-05
2317,N21377,41,0.01,7.919002128473255e-05,2.2714526938677154e-05
2318,N22882,41,0.01,7.919002128473255e-05,2.2300635567808265e-05
2319,N35598D,41,0.01,7.919002128473255e-05,5.027884971158133e-05
2320,N35914,41,0.01,7.919002128473255e-05,2.3133684103068542e-05
2321,N23694,41,0.01,7.919002128473255e-05,1.738554389390219e-05
2322,N85141,41,0.01,7.919002128473255e-05,6.362552997372227e-05
2323,N72800B,41,0.01,7.919002128473255e-05,3.062585512688852e-05
2324,N84660B,41,0.01,7.919002128473255e-05,7.739242055895908e-05
2325,N22870,41,0.01,7.919002128473255e-05,2.551171645783176e-05
2326,N23660,41,0.01,7.919002128473255e-05,5.4222929059937486e-05
2327,N22538,41,0.01,7.919002128473255e-05,1.736026808499417e-05
2328,N23495,41,0.01,7.919002128473255e-05,3.229616483222708e-05
2329,N22954,41,0.01,7.919002128473255e-05,2.607936899955779e-05
2330,N20702,41,0.01,7.919002128473255e-05,5.547934739440717e-05
2331,N23487,41,0.01,7.919002128473255e-05,7.749984274681818e-05
2332,N21638,41,0.01,7.919002128473255e-05,5.8130147853636155e-05
2333,N47471,41,0.01,7.919002128473255e-05,2.0134288112649756e-05
2334,N20854,41,0.01,7.919002128473255e-05,3.8252830464884624e-05
2335,N84341B,41,0.01,7.919002128473255e-05,2.9739095497698695e-05
2336,N85016,41,0.01,7.919002128473255e-05,5.737713937991794e-05
2337,N47503H,41,0.01,7.919002128473255e-05,1.1880683345475565e-05
2338,N22824,41,0.01,7.919002128473255e-05,0.00019655627481454058
2339,N16168M,41,0.01,7.919002128473255e-05,1.8232283492320982e-05
2340,N84625A,41,0.01,7.919002128473255e-05,6.16182094829434e-05
2341,N84251C,40,0.01,7.725855735095858e-05,5.674419099851285e-06
2342,N22510,40,0.01,7.725855735095858e-05,3.9123792713506936e-05
2343,N23523,40,0.01,7.725855735095858e-05,0.00010698933963155015
2344,N71279,40,0.01,7.725855735095858e-05,5.911590440104906e-05
2345,N84926E,40,0.01,7.725855735095858e-05,3.525554079187483e-05
2346,N84510a,40,0.01,7.725855735095858e-05,1.37416147763288e-05
2347,N21741,40,0.01,7.725855735095858e-05,5.0569521514023606e-05
2348,N84563B,40,0.01,7.725855735095858e-05,3.6470885936868966e-05
2349,N35957,40,0.01,7.725855735095858e-05,3.61833736105402e-05
2350,N84218,40,0.01,7.725855735095858e-05,1.2817994592481437e-05
2351,N84821,40,0.01,7.725855735095858e-05,4.2789838163874846e-05
2352,N85124C,39,0.01,7.532709341718462e-05,2.758117331217619e-05
2353,N20803,39,0.01,7.532709341718462e-05,4.723206157945999e-05
2354,N23218,39,0.01,7.532709341718462e-05,4.455177267650499e-05
2355,N85230B,39,0.01,7.532709341718462e-05,3.509124803397267e-05
2356,N84313B,39,0.01,7.532709341718462e-05,5.4617863574125365e-05
2357,N20831,39,0.01,7.532709341718462e-05,4.9133013041084263e-05
2358,N21143,39,0.01,7.532709341718462e-05,7.468790900580056e-05
2359,N21717,39,0.01,7.532709341718462e-05,8.55723042168182e-05
2360,N21427,39,0.01,7.532709341718462e-05,2.6564875162332738e-05
2361,N22051,39,0.01,7.532709341718462e-05,4.3126848949315164e-05
2362,N23482,39,0.01,7.532709341718462e-05,6.961589668492383e-05
2363,N17084P,39,0.01,7.532709341718462e-05,1.0999189509808244e-05
2364,N46775D,39,0.01,7.532709341718462e-05,7.592537048358922e-05
2365,N85025B,39,0.01,7.532709341718462e-05,5.8810488376743764e-05
2366,N85170B,39,0.01,7.532709341718462e-05,3.3358801965068567e-05
2367,N23462,38,0.01,7.339562948341065e-05,0.00014613524867785165
2368,N23691,38,0.01,7.339562948341065e-05,5.0709591621722226e-05
2369,N23474,38,0.01,7.339562948341065e-05,2.853638825715857e-05
2370,N23327,38,0.01,7.339562948341065e-05,0.00010088207230414896
2371,N22806,38,0.01,7.339562948341065e-05,7.130305692953443e-05
2372,N21826,38,0.01,7.339562948341065e-05,1.9634037728011784e-05
2373,N22042,38,0.01,7.339562948341065e-05,1.7197028485796517e-05
2374,N23125,38,0.01,7.339562948341065e-05,6.0543987604352397e-05
2375,N23142,38,0.01,7.339562948341065e-05,0.00012638115085752673
2376,N23567,38,0.01,7.339562948341065e-05,3.0708001505839607e-05
2377,N23056,38,0.01,7.339562948341065e-05,0.00011843296211465782
2378,N90214K,38,0.01,7.339562948341065e-05,6.392673336320953e-06
2379,N22512,38,0.01,7.339562948341065e-05,2.8799677933283827e-05
2380,N46000R,38,0.01,7.339562948341065e-05,1.5728925251722152e-05
2381,N46776E,38,0.01,7.339562948341065e-05,3.0376256513921786e-05
2382,N23134,38,0.01,7.339562948341065e-05,0.0006772979476103303
2383,N23576,38,0.01,7.339562948341065e-05,4.213056081485724e-05
2384,N21518,37,0.01,7.14641655496367e-05,1.121824652034445e-05
2385,N71143,37,0.01,7.14641655496367e-05,2.067982432158126e-05
2386,N84813,37,0.01,7.14641655496367e-05,0.00014544542972640346
2387,N90161B,37,0.01,7.14641655496367e-05,3.9796761125683065e-05
2388,N22390,37,0.01,7.14641655496367e-05,4.6911901333291686e-05
2389,N90119,37,0.01,7.14641655496367e-05,2.1864627864144864e-05
2390,N22641,37,0.01,7.14641655496367e-05,3.198758933180829e-05
2391,N21371,37,0.01,7.14641655496367e-05,3.205920412371436e-05
2392,N22060,37,0.01,7.14641655496367e-05,0.00011784319324013727
2393,N20830,37,0.01,7.14641655496367e-05,4.31616031865637e-05
2394,N72800C,37,0.01,7.14641655496367e-05,2.7889748812594972e-05
2395,N22050,37,0.01,7.14641655496367e-05,4.3126848949315164e-05
2396,N90214L,37,0.01,7.14641655496367e-05,6.849744214074378e-06
2397,N46776D,37,0.01,7.14641655496367e-05,3.98399406325676e-05
2398,N44234,37,0.01,7.14641655496367e-05,1.6410318933534276e-05
2399,N21472,37,0.01,7.14641655496367e-05,5.017353384113122e-05
2400,N85124B,37,0.01,7.14641655496367e-05,2.4587043115279898e-05
2401,N90018A,37,0.01,7.14641655496367e-05,2.0360717234117467e-05
2402,N35004C,37,0.01,7.14641655496367e-05,0.0001936811515512529
2403,N79067,37,0.01,7.14641655496367e-05,6.0260687912841615e-05
2404,N72128,36,0.01,6.953270161586272e-05,1.6013278101937414e-05
2405,N23697,36,0.01,6.953270161586272e-05,2.049236207218009e-05
2406,N84826,36,0.01,6.953270161586272e-05,4.127644910550695e-05
2407,N23456,36,0.01,6.953270161586272e-05,6.678079345240718e-05
2408,N21317,36,0.01,6.953270161586272e-05,7.261845215145612e-05
2409,N84638,36,0.01,6.953270161586272e-05,3.3448320454951145e-05
2410,N22709,36,0.01,6.953270161586272e-05,4.6286325062818104e-05
2411,N20684,36,0.01,6.953270161586272e-05,2.883653848794135e-05
2412,N23484,36,0.01,6.953270161586272e-05,5.7644641690861186e-05
2413,N85049a,36,0.01,6.953270161586272e-05,8.560495213665771e-05
2414,N90208,36,0.01,6.953270161586272e-05,1.2364083190841516e-05
2415,N23455,36,0.01,6.953270161586272e-05,5.997001611039936e-05
2416,N23529,36,0.01,6.953270161586272e-05,0.0002095248711017657
2417,N21128,36,0.01,6.953270161586272e-05,5.756565478802363e-05
2418,N22884,36,0.01,6.953270161586272e-05,2.043654466084153e-05
2419,N20757,36,0.01,6.953270161586272e-05,1.5196026947244652e-05
2420,N22826,36,0.01,6.953270161586272e-05,0.0005655462243170268
2421,N21270,36,0.01,6.953270161586272e-05,5.583742135393751e-05
2422,N16012,36,0.01,6.953270161586272e-05,2.6981926009315127e-05
2423,N21458,36,0.01,6.953270161586272e-05,2.701773340526816e-05
2424,N21711,36,0.01,6.953270161586272e-05,5.402914785830932e-05
2425,N22044,36,0.01,6.953270161586272e-05,2.0688249591217275e-05
2426,N84859A,36,0.01,6.953270161586272e-05,2.8750179474172277e-05
2427,N85136C,36,0.01,6.953270161586272e-05,4.435693831617231e-05
2428,N90170,36,0.01,6.953270161586272e-05,1.2693721865350324e-05
2429,N85040B,36,0.01,6.953270161586272e-05,2.4166832792184004e-05
2430,N84876B,36,0.01,6.953270161586272e-05,3.352309472297072e-05
2431,N21722,36,0.01,6.953270161586272e-05,1.0060825104097868e-05
2432,N35649,36,0.01,6.953270161586272e-05,1.6518794280097887e-05
2433,N23579,36,0.01,6.953270161586272e-05,3.7987434471350384e-05
2434,N22184,35,0.01,6.760123768208876e-05,4.969434663058329e-05
2435,N85163B,35,0.01,6.760123768208876e-05,7.984838665785538e-05
2436,N23046,35,0.01,6.760123768208876e-05,0.00022097270621969134
2437,N21351,35,0.01,6.760123768208876e-05,6.083887204161267e-05
2438,N79163,35,0.01,6.760123768208876e-05,6.598565863050896e-05
2439,N84508A,35,0.01,6.760123768208876e-05,0.000362865831635813
2440,N85114c,35,0.01,6.760123768208876e-05,5.630818329484945e-05
2441,N21807,35,0.01,6.760123768208876e-05,1.9948932180657578e-05
2442,N20932,35,0.01,6.760123768208876e-05,6.622156618031719e-05
2443,N37479P,35,0.01,6.760123768208876e-05,1.547195452782391e-05
2444,N90158,35,0.01,6.760123768208876e-05,2.360339288527598e-05
2445,N23533,35,0.01,6.760123768208876e-05,8.488880421759706e-05
2446,N22889,35,0.01,6.760123768208876e-05,2.8666979936516697e-05
2447,N85179C,35,0.01,6.760123768208876e-05,2.0711419082716293e-05
2448,N21157,35,0.01,6.760123768208876e-05,2.3969892114442327e-05
2449,N21721,35,0.01,6.760123768208876e-05,1.8899986110974598e-05
2450,N22202,35,0.01,6.760123768208876e-05,3.0473147114735878e-05
2451,N84976,35,0.01,6.760123768208876e-05,4.49898866975774e-05
2452,N84926A,34,0.01,6.56697737483148e-05,2.1438098588821965e-05
2453,N90161D,34,0.01,6.56697737483148e-05,3.358417792783177e-05
2454,N22881,34,0.01,6.56697737483148e-05,2.0806203366121374e-05
2455,N17038,34,0.01,6.56697737483148e-05,1.6646226483342503e-05
2456,N22289,34,0.01,6.56697737483148e-05,1.722125113600004e-05
2457,N21378,34,0.01,6.56697737483148e-05,2.294727501237187e-05
2458,N71403,34,0.01,6.56697737483148e-05,3.021617639083765e-05
2459,N22049,34,0.01,6.56697737483148e-05,3.119982662084156e-05
2460,N23325,34,0.01,6.56697737483148e-05,7.594748681638372e-05
2461,N16207A,34,0.01,6.56697737483148e-05,1.7177018470410997e-05
2462,N85019B,34,0.01,6.56697737483148e-05,6.85048142516753e-05
2463,N85168B,34,0.01,6.56697737483148e-05,4.3483869750141e-05
2464,N23575,34,0.01,6.56697737483148e-05,3.868778500984353e-05
2465,N84926D,34,0.01,6.56697737483148e-05,2.8389999197232938e-05
2466,N20748,34,0.01,6.56697737483148e-05,7.911012240600018e-05
2467,N23055,34,0.01,6.56697737483148e-05,6.408049453406669e-05
2468,N84563A,34,0.01,6.56697737483148e-05,3.7707294255953124e-05
2469,N21368,34,0.01,6.56697737483148e-05,1.5168644820927627e-05
2470,N35599D,34,0.01,6.56697737483148e-05,5.824704846983575e-05
2471,N20769,34,0.01,6.56697737483148e-05,2.2912520775123342e-05
2472,N20936,34,0.01,6.56697737483148e-05,3.366527114807836e-05
2473,N21030,34,0.01,6.56697737483148e-05,1.6818944510880664e-05
2474,N21847,33,0.01,6.373830981454084e-05,1.8839956064818043e-05
2475,N23069,33,0.01,6.373830981454084e-05,5.9894188683675285e-05
2476,N35001G,33,0.01,6.373830981454084e-05,7.178224414008235e-05
2477,N23661,33,0.01,6.373830981454084e-05,3.9366019215542164e-05
2478,N85019A,33,0.01,6.373830981454084e-05,5.943501148851284e-05
2479,N23421,33,0.01,6.373830981454084e-05,3.4585731855812215e-05
2480,N21696,33,0.01,6.373830981454084e-05,6.895030038367922e-05
2481,N22878,33,0.01,6.373830981454084e-05,2.150444758720553e-05
2482,N84924A,33,0.01,6.373830981454084e-05,3.671205928019969e-05
2483,N23472,33,0.01,6.373830981454084e-05,8.947320405828984e-05
2484,N22880,33,0.01,6.373830981454084e-05,2.112531045358517e-05
2485,N23538,33,0.01,6.373830981454084e-05,0.0001405429759569514
2486,N90214C,33,0.01,6.373830981454084e-05,7.663835892653637e-06
2487,N90071,33,0.01,6.373830981454084e-05,5.752352843984357e-06
2488,N20997,33,0.01,6.373830981454084e-05,2.6087794269193794e-05
2489,N22395,33,0.01,6.373830981454084e-05,2.3173704133839584e-05
2490,N85125,33,0.01,6.373830981454084e-05,7.95598211728221e-05
2491,N23537,33,0.01,6.373830981454084e-05,5.8074330442297596e-05
2492,N20657,33,0.01,6.373830981454084e-05,1.115400383936989e-05
2493,N20661,33,0.01,6.373830981454084e-05,1.4865335114031345e-05
2494,N85163A,32,0.01,6.180684588076686e-05,5.887157158160483e-05
2495,N84663A,32,0.01,6.180684588076686e-05,3.5640996877722186e-05
2496,N16054,32,0.01,6.180684588076686e-05,1.4344021555303361e-05
2497,N20653,32,0.01,6.180684588076686e-05,8.444226492688864e-06
2498,N23520,32,0.01,6.180684588076686e-05,6.32474459988064e-05
2499,N23185,32,0.01,6.180684588076686e-05,1.2278777335776932e-05
2500,N21644,32,0.01,6.180684588076686e-05,2.8040350507338613e-05
2501,N85213,32,0.01,6.180684588076686e-05,3.4722642487397334e-05
2502,N22541,32,0.01,6.180684588076686e-05,1.1063432190782803e-05
2503,N84199,32,0.01,6.180684588076686e-05,2.9857049272602808e-06
